,codigo,titulo,sinopse,diretor,ano,tema,plays
865,1017,Nem Sansão nem Dalila,"Por intermédio de uma máquina do tempo apresentada numa conferência científica, um humilde barbeiro é transportado para uma ""época antes de Cristo"" na qual se torna o poderoso Sansão às voltas com as manobras de poder dos políticos locais que procuram, por meio da sedutora Dalila, arrancar-lhe as forças.",Carlos Manga,1954,,66188
866,1018,Cartola - música para os olhos,"A história de um dos compositores mais importantes da música brasileira. A história do samba a partir de um dos seus expoentes mais nobres. Utilizando linguagem fragmentada, CARTOLA traça um painel da formação cultural do Brasil, convidando a uma reflexão na construção da memória deste país.  O retrato de um homem que se reconstruia  com seu tempo.",Hilton Lacerda e Lírio Ferreira,2006,,22271
867,1019,Afundação do Brasil,As relações de trabalho e a estrutura de poder ao longo da história do Brasil.,Mô,2,1,79029
868,1020,A opinião pública,"Por meio de depoimentos de estudantes, a classe média carioca é retratada de maneira a salientar seus gestos, seus gostos, e sobretudo sua distância frente a realidade brasileira.",Arnaldo Jabor,1967,,33018
869,1023,Segunda feira,"As feiras nas pequenas cidades do sertão são o ponto de encontro semanal de camponeses e moradores da região. Nelas não apenas se faz o intercâmbio econômico necessário, mas se estabelece uma relação social, cultural e mágica. Os sonhos e os mitos revivem ao lado dos parcos produtos da terra colocados à venda. Em meio às mercadorias também se abre espaço para a aventura, o amor, a arte - tudo feito sem excessos, nem desperdícios. A medida exata é o limite do necessário.",Geraldo Sarno,1975,feira,55606
870,1024,A grande feira,"Uma empresa imobiliária ameaça de despejo os feirantes de Água de Meninos, em Salvador, que se organizam para resistir. Um marinheiro se vê envolvido nessa luta e se divide entre o amor de Maria da Feira, irmã de um bandido, e de Ely, moça da alta sociedade.",Roberto Pires,1961,,44144
871,1022,O corpo,"""Parte de um hilário triângulo amoroso, formado pelo farmacêutico Xavier e pelas suas duas esposas, Bia e Carmem (...). Esta santa paz conjugal que desperta protestos da mulher do delegado só é quebrada quando Xavier arranja uma terceira, Monique (...). Inconformadas com a traição, Bia e Carmem fazem um pacto macabro, transformando o tom farsesco inicial em tragicomédia."" ""É uma história de felicidade e prazer, sem repressão, representada no cotidiano de um casal que na verdade não é um casal: Xavier, Carmem e Beatriz vivem sob o mesmo teto, num clima de total harmonia. Eles se completam numa relação que está longe da imoralidade. Isso está metaforizado no seu prazer em comer e beber a vida em grandes goles. E assim é, dia após dia.""",José,0,1,47637
872,1025,Dom Helder Câmara - O santo rebelde,"Documentário que revisita os pensamentos de Dom Helder Camara, arcebispo Emérito de Olinda e Recife. Mostra desde sua participação como figura central da ala progressista da Igreja Católica, na década de 50, criando a CNBB (Conferência Nacional de Bispos do Brasil) e o CELAM ( Conselho Episcopal Latino -Americano), até suas ações durante a ditadura, levando -o a um envolvimento profundo com as comunidades eclesiais de base, quando o poder público proibiu qualquer citação referente ao arcebispo em território nacional.",Erika Bauer,2004,Arcebispo,31337
873,1026,Carmen Miranda,"A morte de Carmen Miranda, em 1955, emocionou todo o Brasil. Carmen foi a primeira atriz de formação brasileira a se projetar no cinema internacional. Cenas de sua vida e de seus filmes, mostrando seus números musicais de maior sucesso.",Jorge Ileli,1969,carmen miranda,33152
874,1027,Um branco súbito,Escritor frustrado se perde entre sua própria realidade e ficção. ,Ricardo Mehedff,2001,,66721
875,1028,Capital circulante,"História da luta pela sobrevivência nas ruas do Rio de Janeiro, que tem como personagem principal um carro importado ""esquentado"". Seus breves proprietários são pessoas de todas as classes sociais que fazem de tudo para possuí-lo mesmo que por alguns minutos. ",Ricardo Mehedff,2004,,45466
876,1030,Guilherme de Brito,"Documentário musical: passeio cinematográfico nas memórias e no universo de Guilherme de Brito: poeta, compositor, cantor e artista plástico, um dos maiores nomes da nossa música popular, autor de clássicos como A Flor e o Espinho, Quando Eu te Chamar Saudade dentre tantos outros.",André Luiz Sampaio,2008,Samba/ MPB/ Guilherme de Brito e Nelson Cavaquinho,41831
877,1031,"Noite de sexta, manhã de sábado",Homem encontra Mulher. ,Kleber Mendonça Filho,2006,"Relacionamento amoroso, distância, comunicação, geografia",62906
878,1032,Rocha que voa,"Um filme-ensaio sobre o papel dos intelectuais na América Latina.O exílio em Cuba de 1971 a 1972, um dos períodos menos conhecidos da vida de Glauber Rocha, coincide com um período de grande euforia e discussão em torno do papel das artes na revolução social e política dos países da América Latina e do Terceiro Mundo.Glauber, com sua fala barroca e poética, propõe o cinema com o principal instrumento cultural e político para a promoção da unidade latino-americana.",Eryk Rocha,2002,Glauber Rocha - Cinema Latino Americano,81599
879,1040,Réquiem,"Lena está em uma cabine no céu, e conversa com João em sonho. A mulher que gera dignifica o homem.",Moira Toledo e NIKHIL (FLAVIO DEZORZI),2000,aborto,99239
880,1033,Eu e crocodilos,A descoberta do outro e os conflitos emocionais típicos da adolescência são expressados no cotidiano e nos sonhos de Raquel. ,Marcela Arantes,2008,Jovem,58387
881,1034,Uma vida e outra,Nara está grávida. Dizem que ela não vai ser uma boa mãe. Mas tudo na vida é uma questão de escolha.,Daniel Aragã,4,1,31547
882,1035,Perto de casa,"Um passeio entre irmãos e o pai. Uma saga de amor, pecado, guerra e morte da casa para o mundo",Sé,0,1,49236
883,1036,A ostra e o vento,"A jovem Marcela vive com seu pai, o faroleiro José, e o velho Daniel numa ilha. O único contato da menina com o mundo exterior se dá através de uma embarcação com 4 marinheiros que regularmente vai levar-lhes provisões. Através das palavras de Daniel, que a ensina a ler e é sua fonte de ternura e conhecimento, e da severidade do pai, que quer protegê-la do resto do mundo, Marcela segue sua vida até que, ao tornar-se adolescente, passa a sentir sua sexualidade e seus anseios de viver de forma intensa. ",Walter Lima Júnior,1997,"amores impossíveis, fantasia adolescente",89243
884,1037,O pulso,"Um rapaz caminha numa rua do centro da cidade quando, sem qualquer razão aparente, cai, morto para sempre. Não há mais vida. Existem, porém, sentimentos.",José,3,1,50056
885,1038,Depois das nove,"Rafael vive com sua avó em um apartamento em Copacabana. Após alguns incidentes, ele percebe de forma diferente o mundo a sua volta.",Allan Ribeiro,2008,cotidiano,85566
886,1039,O teu sorriso,"Rodrigo e Suzana estão namorando há poucas semanas. Ele tem 72 anos, ela tem 60, e estão completamente apaixonados. Juntos, passam os dias grudados na cama, namorando, batendo papo, comendo e rindo.",Pedro Freire,2009,,7986
887,1041,Pedra bruta,Há lugares onde a arte tem que se tornar uma forma de combater a guerra.,Julia Zakia,2009,,43221
888,1042,De resto,"Duas faxineiras de um espaço alugado para festas encontram, no meio do lixo, algo inusitado que transforma o cotidiano e o imaginário de uma delas.",Daniel Chaia,2007,,86893
889,1043,Filme de amor,"Três amigos populares e suburbanos - Hilda, Matilda e Gaspar - encontram-se no fim de semana em um pequeno e pobre apartamento no centro da cidade para estaren juntos, conversar, beber e sentir prazer. Algum prazer. Hiato em uma rotina dura e medíocre. Os três amigos pobres, inteligentes e de sensibilidade incomum projetam seu imaginário em uma espécie de sonho - embriaguez que os eleva a um estado de espírito além do insalubre, do insuficiente, do insosso dia-a-dia. Esse encontro, contraponto amoroso à raiva cotidiana, é um antídoto à banalização da existência e um clamor à vida, maneira sutil e intensa de estar presente no mundo.",Jú,0,1,51301
890,1044,Ação e dispersão,"Brasil, México, Estados Unidos e Portugal.Um homem em uma jornada solitária com a sua câmera filmando todo transporte que utiliza, todo lugar que dorme e tudo que come. Sua única regra é nunca passar duas noites na mesma cidade até o seu dinheiro acabar.",Cezar Migliorin,2003,,48044
891,1045,Lampião (o rei do cangaço),"Cenas da vida cotidiana de Lampião e seu grupo captadas pelo cinegrafista Benjamin Abrahão. As formas de sobrevivência na paisagem do sertão, os gestos, os hábitos, as vestimentas, a alimentação. Orgulhosos de sua condição, os principais membros do grupo aparecem ostentando suas armas e suas habilidades de combate na caatinga. Maria Bonita e Lampião surgem em instantes de tensão e de descontração, ressaltando a harmonia do bando e, sobretudo, o rigor da vida de cangaceiro.",Benjamin Abrahã,0,1,70386
892,1081,O céu de Iracema,"Durante um jogo infantil, duas crianças descobrem o amor, sob o céu de Iracema",Iziane Filgueiras Mascarenhas,2002,Descoberta do amor,26375
893,1046,A entrevista,Uma crítica aos valores sociais de mulheres da classe média alta do Rio de Janeiro,Helena Solberg,1967,,71751
894,1047,Café com leite,"Danilo estava prestes a sair de casa para ir morar com seu namorado, Marcos, quando seus pais morrem num acidente. Seus planos para o futuro mudam quando ele se torna responsável pelo irmão caçula, Lucas. Novos laços são criados entre estes três jovens garotos. Enquanto os irmãos Danilo e Lucas precisam descobrir tudo que não sabiam um sobre o outro, Marcos tenta encontrar seu lugar naquela nova relação familiar. Entre vídeo-games e copos de leite, dor e decepção, eles precisam aprender a viver juntos.",Daniel Ribeiro,2007,Relção Familiar,8189
895,1048,Memórias sentimentais de um editor de passos,Seu trabalho era colocar cada pequeno som do passo em sincronia com a imagem. Parecia que isso não o levaria muito longe.,Daniel Turini,2006,"Profissões, edição, metalingaugem",26945
896,1049,Por dentro de uma gota d'água,"""Quem foi que me prendeu por dentro de uma gota d' água?"" Mário Quintana em O Prisioneiro",Felipe Braganç,1,1,67777
897,1050,Frei Tito,"O filme é a reconstituição da vida do frei dominicano que esteve preso em São Paulo, nas dependências do Doi-Codi, acusado de subversão e participação no movimento de Carlos Marighela e que, exilado na França, pratica suicídio em Lyon, a 10 de agosto de 1974, aos 29 anos de idade. É considerado um mártir da Igreja.",Marlene Franç,0,1,78941
898,1051,L'amar,"Em 1983, um fenômeno conhecido como calmaria 88 fez com que dua mulheres em uma prancha de windsurf ficassem à deriva em alto mar.",SANDRA ALVES,2003,Mar,61519
899,1052,A árvore da miséria,"                                           Depois de expulsar alguns meninos de sua árvore, D.Miséria atende um mendigo que se diz enviado de Deus. Seu cotidiano é modificado quando a morte vem buscá-la para o outro mundo.",Marcus Vilar,1998,,62105
900,1053,Areia,A areia está um pouco quente. Eu encosto nela com a mão e com as pernas. Nós estamos sentados. Sua bermuda é vermelha. Seu nome. Uma pedra de sal na minha boca.,Caetano Gotardo,2008,,27073
901,1054,Famigerado,"FAMIGERADO narra a história de DAMÁSIO, um jagunço aposentado e morador da Serra do Ão  que, ao ser chamado de “famigerado” por um tal “moço do governo” que para lá se mudou, resolve levar - à força -  três testemunhas até um arraial distante, onde está clinicando um médico da capital, erudito e habituado às letras. Caberá ao médico, diante dos três apavorados espectadores, explicar o significado cheio de suspeição daquela estranha palavra... No enredo, Guimarães Rosa tece, em torno do significado da palavra, uma fina trama de emoções. Constrói uma estrutura carregada de suspense, tensão, humor e dimensão humana.O diretor faz uma homenagem a Guimarães Rosa ao caracterizar o médico como  o próprio escritor.",Aluizio Salles Jr.,1996,Sertão Literatura Brasileira,71672
902,1055,Os idiotas mesmo,"Uma fábrica de cigarros decide lançar uma nova marca de cigarro no mercado, o Relax 3000. Entra em ação uma equipe de publicitários para planejar a super campanha de lançamento do novo produto. Milhares de dólares envolvidos, milhares de reuniões, milhares de esporros, e um cheiro de merda no ar.Toda a genialidade e sofisticação desse glamouroso mundo habitado somente por escolhidos: a publicidade.",Allan Sieber,2000,,74418
903,1056,A casa dos mortos,"Bubu é um poeta com doze internações em manicômios judiciários. Ele desafia o sentido dos hospitais-presídios, instituições híbridas que sentenciam a loucura à prisão perpétua. O poema A Casa dos Mortos foi escrito durante as filmagens do documentário e desvelou as mortes esquecidas dos manicômios judiciários. São três histórias em três atos de morte. Jaime, Antônio e Almerindo são homens anônimos, considerados perigosos para a vida social, cujo castigo será a tragédia do suicídio, o ciclo interminável de internações, ou a sobrevivência em prisão perpétua nas casas dos mortos. Bubu é o narrador de sua própria vida, mas também de seu destino de morte.",Debora Diniz,2009,,8697
904,1057,O lamparina,"Perambulando com a família em busca de emprego, Bernardino se envolve com o grupo de cangaceiros de Zé do Candieiro. Com intuito de prender os foras-da-lei, durante a madrugada, o caipira desarma todo o bando em conluio com a volante local. No momento da prisão, Zé do Candieiro foge e Bernardino parte em seu encalço. Na perseguição, Bernardino se perde e termina preso em uma cidade distante. Com o desaparecimento do caipira, sua família e todo o vilarejo passam a considerá-lo como morto. Após um ano privado de sua liberdade, Bernardino retorna ao vilarejo, mas todos o confundem com uma alma penada, até que o bom senso do padre resolve o mal entendido e termina por evitar que sua mulher se case com Nhô Mané.",Glauco Mirko Laurelli,1963,,58485
905,1058,Quanto mais Manga melhor,"Documentário em vídeo sobre a direção de atores de Carlos Manga nos filmes da Atlântida Cinematográfica desde a década de 50 até 70, com depoimentos do próprio Manga, e de  atores consagrados da época e de hoje.",Michele Lavalle,2007,,16770
906,1059,Amor Materno,Mãe e filha discutem a possibilidade de um aborto durante um dia de trabalho.,Fernando Bonassi,1994,,68559
907,1060,Lápide,"Um casal discute sobre amor, morte e a compra de um túmulo.",Paulo Morelli,1997,,97751
908,1061,A janela aberta,"Um homem, deitado na cama antes de dormir, tenta se lembrar fechou a janela da sala. A trajetória de um pensamento simples por uma mente conturbada. ",Philippe Barcinski,2002,,52937
909,1062,Noite Vazia,"Dois amigos contratam os serviços de uma dupla de prostitutas. O que seria uma noite de prazer acaba se transformando em um embate entre os quatro, revelando pouco a pouco, suas angústias e ressentimentos e aflorando seus sentimentos mais íntimos e profundos. ",Walter Hugo Khouri,1964,,45450
910,1063,O cangaceiro,"Em meio à luta com as tropas organizadas por voluntários em busca de defesa de seus vilarejos, o conflito entre dois cangaceiros por causa de uma professora raptada a quem um deles pretende libertar por amor.",Lima Barreto,1953,,70689
911,1064,A língua do Nhem,"""Havia uma velhinha que andava aborrecida, pois dava a sua vida para falar com alguém..."": Uma homenagem à maturidade, com poesia de Cecília Meireles e música de Dércio Marques.",Marcelo Branco,2006,"Musical infantil, poesia, solidão, terceira idade",19869
912,1065,Criança não trabalha,"""Criança não trabalha, criança dá trabalho"" - este é o lema do videoclipe produzido em uma oficina com crianças e jovens a partir da trilha musical do grupo Palavra Cantada.",Marcelo Branco,2006,"Musical infantil, direitos da criança, brincadeiras",9530
913,1171,De janela pro cinema,"Uma mulher misteriosa e sensual, desejada por vários homens, motiva uma grande homenagem ao cinema e seus mitos.",Quiá,0,1,66727
914,1066,Ernesto no país do futebol,"Em ano de copa do mundo, o que poderia ser pior para um garoto argentino apaixonado por futebol do que morar no Brasil? ",André,4,1,45282
915,1067,Dizem que sou louco,"Através do universo dos chamados “Loucos” de rua de São Paulo, revela-se uma outra cidade.",Miriam Chnaiderman,1994,,80691
916,1068,Desenhar é muito fácil!,Uma menina ensina a desenhar usando as principais figuras geométricas planas.,Pedro Pazelli,2007,arte,26491
917,1069,A escada,Um homem tenta subir uma escada mas essa tarefa pode ser mais difícil do que parece.,Philippe Barcinski,1996,Impossibilidade Medo,87511
918,1070,A sabotagem da moqueca real,um jovem revolucionário decide fazer uma transmissão pirata de tv para mostrar a verdadeira face do imperialismo no Brasil,Ricardo Sá,3,1,95848
919,1071,De ovos e guarda-chuvas,Trocando as bolas por conta de ovos e guarda-chuvas. Um reencontro nas ladeiras do acaso.,Alexandre Bersot,2008,redescoberta reencontro amizade,33021
920,1072,A festa que caiu do céu,"Rosa quer participar da festa que está acontecendo na sala de sua casa, mas sua mãe não deixa. Quando a gata da menina escapa do quarto, Rosa resolve segui-la, indo parar numa festa em que os convidados são bem diferentes.",Karen Akerman,2008,"Samba, música erudita, lenda",52368
921,1073,Frio na barriga,Uma fantasia urbana onde os movimentos de um bailarino e de uma mímica se procuram obsessivamente pela noite da cidade.,Nilson Villas Boas,1988,,75878
922,1074,Um lugar comum,"Em ""um lugar comum"", como em qualquer praça ou parque, Marina e Zezé se conhecem e juntos plantam uma árvore, que torna-se o símbolo de sua amizade. O filme acompanha o crescimento das crianças e seus desencontros ao longo dos anos neste mesmo lugar comum.",Jonas Brandã,4,1,67586
923,1075,Ornithophonia,Um passarinho descobre uma nova forma de voar.,Daniel Paiva,2009,Música,36183
924,1076,Dayane e Zé Firo ,"Dayane não tem brinquedos nem amigos, mas como toda criança, quer brincar. Um dia, quando a solidão começava a apertar o coração de Dayane, Zé Firo - o vento menino - veio brincar com ela.",Marta Kawamura,2009,"infância, solidão, família, natureza",35978
925,1077,A margem,"Inspirado em acontecimentos reais publicados em jornais populares, o filme aborda o dia a dia da população pobre que vive as margens do rio Tietê através das experiências de quatro personagens. Estes observam logo de início o surgimento no rio de uma mulher numa canoa; ela como que anuncia a morte dos quatro, que ocorrerá na segunda parte do filme.",Ozualdo Candeias,1967,,49866
926,1078,Uma rua chamada Triumpho 969/70,Através de fotografias de autoria de Ozualdo Candeias registra-se a região da Boca do Lixo paulistana e as pessoas do meio cinematográfico que por ali circulavam. ,Ozualdo Candeias,1971,,49592
927,1079,Um dia qualquer...,"Uma crônica da cidade de Belém: a jovem estudante gazeteira e seu irmão, a prostituta motorizada, o romeiro no Círio de Nazaré, a sessão de macumba. Em meio às historietas, imagens do folclore local, de paisagens naturais e de monumentos arquitetônicos.",Lí,0,1,43344
928,1080,Emília escreve um diário,"Emília tem sete anos de idade e mora na Vila Brasilândia, bairro da periferia da cidade de São Paulo. Sua mãe trabalha fora o dia todo. Emília costuma ficar com sua avó, mas esta acaba de morrer. Agora, Emilia é obrigada a ficar sozinha e cuidar de todos os afazeres domésticos na ausência de sua mãe. Para ajudá-la, Emília escreve um diário.",Tata Amaral,2007,,24791
929,1082,O homem do corpo fechado,"Vaqueiro emprega-se como jagunço de um latifundiário, mas se apaixona pela mulher que o outro mantém presa na casa grande da fazenda. Os dois fogem e o coronel coloca quatro jagunços no seu encalço.",Schubert Magalhã,0,1,94952
930,1084,Beijo 2348/72,"Um operário e uma operária de uma grande tecelagem de São Paulo foram demitidos por justa causa por terem se beijado no ambiente de trabalho.A moça, casada, se conformou aos acontecimentos. O rapaz, solteiro apelou à Justiça do Trabalho. O tempo passou, o processo trabalhista engordou, atravessou todas as instâncias até o TST em Brasília e, anos depois, o operário ganhou a causa, correspondente à irrisória quantia de oitocentos e seis cruzeiros e vinte centavos.",Walter Rogerio,1990,,28095
931,1085,A garrafa do diabo,"Três crianças brincam de esconde-esconde em uma floresta.O perdedor deverá ir até a casa de um velho doido que, reza a lenda, tem um diabo preso em uma garrafa.Alfredinho, depois de ser pego por Norberto é obrigado a cumprir a pena:ele deve ir duas vezes até a casa de Manuelzinho, a primeira, durante o dia, para averiguações; a segunda deverá ser uma visita sorrateira, durante a noite, para roubar a garrafa.A primeira missão é cumprida. O menino vai, conversa com o velho e descobre várias coisas sobre a captura de demônios.Na segunda visita, ele deixa cair a garrafa que, quebrada, tem o diabinho liberto.O velho o convence  a entrar na floresta e capturar a criatura.",Fernando Coimbra,2009,"A aceitação do desconhecido, lendas e personagens do folclore brasileiro",68817
932,1087,Águas de Romanza,"No sertão nordestino uma menina sonha em conhecer a chuva. Sua avó, velha e doente deseja realizar o sonho da neta.Um caixeiro viajante é a única esperança...",Glaucia Soares e Patricia Baia,2002,,52156
933,1088,Viva o terceiro mundo,"Um repórter policial de um jornal, sai na madrugada para cobrir um assassinato na perifería da cidade de São Paulo. Chegando ao local do crime descobre que as razões foram passionais e sai em busca de mais pistas. Acaba por chegar em um ensaio de escola de samba e lá encontra um novo e fugaz amor. Quando termina o ensaio percebendo ser sua vida renovada pelo encontro resolve ver o sol nascer na companhia de um morador de rua.",Rene Brasil,2005,"viver a vida hoje, carnaval, amor, vida",45833
934,1089,A ilha,"A ilha conta a história de Edu, que fica ilhado em uma metropole. O filme aborda de maneira bem humorada as dificuldades de se viver em uma cidade grande.",Alê Camargo,2008,,70705
935,1090,Os filmes que não fiz,"Nos moldes dos documentários em que diretores de cinema famosos falam de seus filmes, com o respaldo de comentários de grandes atores Hollywoodianos sobre seu talento e genialidade, “Os Filmes que Não Fiz” mostra de forma divertida e cínica a filmografia de um realizador completamente desconhecido que tem muitos projetos e roteiros, mas não tem nenhum filme produzido. Ou seja, a filmografia de um diretor sem filmes.",Gilberto Scarpa,2008,,48458
936,1091,Boitatá,"Neste vídeo clipe, os espíritos da floresta vão ajudar um garoto a reencontrar o acampamento dos Cantadores do Vento, grupo musical do Projeto EmCantar. Curta produzido por crianças e jovens numa oficina F7 de animação realizada em Uberlândia/MG (2005).",Marcelo Branco,2005,"lenda, patrimônio histórico imaterial, saci, curupira, boitatá, musical",91147
937,1170,Partido alto,"Com raízes na batucada baiana, o Partido Alto sofre naturais variações porque, ao contrário do samba comprometido com o espetáculo, é uma forma livre de expressão e comunicação imediata, com versos simples e improvisados, de acordo com a inspiração de cada um. Partido Alto é uma forma de comunhão, reunindo sambistas em qualquer lugar e hora, pelo simples prazer de se divertir.",Leon Hirszman,1982,,32058
938,1092,A terra a gastar,"""Estava a Terra em seu lugar.E veio o Homem lhe acrescentar.Consumo do Homem. O Homem na Terra.E a Terra a gastar.""O homem em sua Terra depara-se com as conseqüências de seu consumo excessivo e se vê obrigado a adotar medidas que mudarão seu estilo de vida.",Cassia Itamoto e Celina Kurihara,2009,"Consumo Consciente, Desenvolvimento Sustentável",58191
939,1093,Sobre a maré,"Um velho marinheiro em terra firme vive no alto de um terraço, rodeado por arranha-céus e frestinhas de mar. Lança sua linha de pesca ao asfalto e, à espera de um grande peixe, vive marés de celofane e deseja buzinas de navio...",Guile Martins,2005,Marinheiro solitário,38946
940,1094,Em nome da razão,Documentário rodado no hospício  de Barbacena sobre o papel da instituição psiquiátrica em nossa sociedade.,Helvécio Ratton,1979,O papel da instituição psiquiátrica,93235
941,1095,Vianinha,"Vianinha trata das principais questões sobre arte e política que nortearam as discussões no período posterior ao TBC - Teatro Brasileiro de Comédias.A obra e as idéias formuladas por Vianinha, são examinadas dentro de uma cronologia biográfica e de um painel de época composto pelos acontecimentos mais significativos das duas ultimas décadas, destacando-se nesse conjunto as teses e posicionamentos do artista e criador.O filme apresenta depoimentos de pessoas ligadas a Vianinha além de remontagens de três trechos de textos do autor, realizados especialmente para o documentário.",Gilmar Candeias e Jorge Achô,0,1,3728
942,1097,Reisado miudim,"Mateus e Bruno são dois primos que moram na casa dos avós. O sonho de Mateus é brincar no reisado. No dia da apresentação, o mestre Aldenir, que está fazendo um pequeno capacete de papelão, pede a Mateus que vá acompanhado de Bruno, até a feira para comprar fitas para as roupas. Na feira, Bruno insiste para que Mateus use o dinheiro para comprar brinquedos. Mateus resiste e os dois brigam e se separam. Voltando para casa, Mateus recebe do seu avô um lindo capacete de guerreiro do reisado. ",Petrus Cariry,2008,Lealdade coragem,8687
943,1098,Laurita,"Laura e sua mãe passam as férias no litoral de são Paulo, numa casa de praia de classe média. O corpo pré-adolescente de Laura está mudando em descompasso com sua maturidade. Mas seu incômodo fica menor diante da situação das duas na casa.",Roney Freitas,2009,descoberta adolescente,58755
944,1100,O anão que virou gigante,A improvável – todavia autêntica – história do anão que virou gigante.,Marã,0,1,63183
945,1101,Meow!,"Um gato é disputado por dois donos. Um tem pouco leite para alimentá-lo, e o outro tenta de todas as formas acostumá-lo a beber um refrigerante chamado ""Soda-Cólica"".",Marcos Magalhães,1981,,43862
946,1128,As fadas da areia,"Uma menina procura por fadas da areia durante uma semana de férias na praia. Quando o seu sonho se realiza, ela precisará tomar uma difícil decisão.",João Batista Melo,2008,fadas,6186
947,1129,O Jumento santo e a cidade que se acabou antes de começar,"Quando Deus resolve criar o mundo, as coisas acabam não saindo como planejado. O sertão nunca mais será o mesmo, depois que o jumento Limoeiro vem a terra pra dar um jeito na humanidade, que depois de sucumbir à tentação do capeta, acaba botando o mundo em desordem.&#8232;A animação “O jumento santo e a cidade que se acabou antes de começar”, utiliza a tecnologia para dar vida a elementos da arte popular pernambucana, que até então só existiam inanimados na cultura do cordel.",Leo D e William Paiva,2007,criação do mundo,83884
948,1104,Dez dias felizes,"Casal de jovens namorados, na cidade de Brasília, vão fazer um aborto. No caminho, eles sentem medo, angústia, tristeza e se lembram de momentos felizes que passaram juntos. E se reencontram 10 anos depois.",José,3,1,32638
949,1105,Tepê,"Noite de chuva em Brasília. Beto, um ateu convicto, depois de beber umas e outras com os amigos no bar, pega um táxi e inicia uma conversa bem humorada com o taxista Tepê, um senhor bonachão. Em meio ao temporal os dois passam um susto e Beto agradece a Deus. Tepê aproveita e ironiza a falta de fé de Beto e mostra saber tudo sobre sua vida: o que ele fez e qual será seu destino",José,4,1,54197
950,1106,Calango Lengo - morte e vida sem ver água,"Calango Lengo, nordestino, tem que cumprir seu destino sem ter o que pôr no prato. Na seca não há outra sorte: viver fugindo da morte como foge o rato do gato.",Fernando Miller,2008,,22598
951,1107,Espantalho,As lembranças de uma senhora se misturam com as descobertas de uma menina apaixonada por um espantalho.,Alê,3,1,13554
952,1108,Stela do Patrocínio - A mulher que falava coisas,Stela falava e falava. Ela conseguia achar palavras pra tudo aquilo que não conseguimos dizer.,Marcio de Andrade ,2007,"Documentário, Psicologia, Universo Feminino",32946
953,1109,O imaginante quarto da vovó,"Thiago, de 9 anos, adora ouvir as histórias de sua avó. Mas a saúde dela piora e a avó já não pode mais contar histórias. Entre seres mágicos e situações inusitadas, o menino terá que lidar com a situação.",Marcela Arantes,2009,infantil,21762
954,1110,Tori,"São Paulo, década de 50. Emi, 8 anos, filha de imigrantes japoneses, vai em busca de seu irmão desaparecido para entregar o ovo que os pássaros dele botaram.",André,Brasil,1,14318
955,1111,Saltos,Atleta gradualmente perde a audição,Gregorio Graziosi,2008,,4259
956,1183,Fractais sertanejos,"A história de um operário da construção civil que após um coma torna-se artista, esculpindo obras abstratas que denomina “TudoeNada”, semelhantes aos fractais estudados na física e matemática do caos.",Heraldo Cavalcanti,2009,"ecologia, arte, matemática, física",99277
957,1182,O andar superior,"Teotônio Flanela, um simples contador, vive situações inusitadas para conseguir embarcar para o descanso eterno. ",Leo Ribeiro,2007,,61829
958,1235,Dez reais,"Dez reais são suficientes para pagar uma corrida de táxi, comprar um cachorro quente ou subornar alguém que não tem o que comer. Cada um faz o que quer - ou o que pode - com os seus. Uma crônica sobre poder e dinheiro na capital do País.",Rodrigo Sarti Werthein,2007,,50897
959,1115,"Maracatu, maracatus","As diferenças culturais entre as várias gerações de integrantes do maracatu rural, ritual afro-indígena que tem suas origens nos engenhos de açúcar de Pernambuco.",Marcelo Gomes,1995,,17646
960,1116,Nº27,"- O banheiro tá na limpeza. - Luiz responde, segurando a maçaneta com toda força. - Limpeza? Deixa de conversa porra, abre a porta! - O banheiro tá na limpeza, procura outro, por favor. - Que lim peza...abre logo a porta eu quero mijar, velho! - Meu irmão, você pode chamar o coordenador, por favor...",Marcelo Lordello,2008,Drama Infanto-Juvenil,99422
961,1127,Josué e o pé de macaxeira,"Ao trocar seu burro por uma ""macaxeira mágica"", Josué  descobre que não são apenas feijões que podem nos levar a uma aventura fantástica.",Diogo Viegas,2009,"fábula, paródia, nordeste brasileiro",96722
962,1118,"O velho, o mar e o lago","O velho somos todos nós. O mar é a vida. O lago, solidão.",Camilo Cavalcante,2000,Solidão.,35757
963,1119,O avô do jacaré,"Alice, uma menina muito curiosa, descobre diversos fósseis de um Crocodilomorfo, um animal que viveu na época dos dinossauros e é um parente do jacaré que vive hoje no Brasil. O AVÔ DO JACARÉ foi filmado em Peirópolis, uma pequena vila do interior de Minas Gerais, onde diversos fósseis de dinossauros já foram encontrados. O elenco do filme é formado por crianças da própria comunidade. O filme promove um encontro mágico entre crianças e dinossauros que viveram no Brasil 70 milhões de anos atrás.",Christian Saghaard e Flavia Thompson,2009,cinema infantil cinema infanto juvenil,28830
964,1120,Décimo segundo,No décimo segundo o silêncio passa a ser ensurdecedor.,Leonardo Lacca,2007,,85434
965,1121,Vida de Davi,"Um homem na esquina da vida. Aos 45 anos, com dois casamentos desfeitos, Davi tem planos e sonhos imensos. Quer ser artista, quer fazer muito sucesso como ator e cantor. E também espera conquistar muitas (ou todas) mulheres. Mas, na vida real, ele percebe como é difícil viver esta vida de Davi.",FERNANDO ROCHA,2008,,8910
